ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	core_enrichment
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	113	-0.7341499269873316	-2.807969763709221	6.905067921527466e-23	1.2912477013256362e-20	5354/361/1114/443/1113/51440/3815/23302/9899/477/9892/6326/793/6529/760/114088/2823/4674/5334/287/5101/10529/6616/216/26289/6252/6857/2628/1428/11069/2898/2571/2104/140597/10231/6422/107/2891/1780/23136/23321/5649/8404/3800/8851/1363/5178/288/26052/3741/22998/81617/10580/2254/5175/51299/6324/26059/25840/1410/10687/22849/6304
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	124	0.5509671725677658	2.2834701053103394	6.445784538005927e-10	6.026808543035542e-8	898/55723/23397/1869/51512/8318/6241/24137/79733/256126/116372/1277/4085/23594/64105/4171/6623/1278/9055/84296/5427/64946/899/9134/140700/2175/5983/124222/1000/4016/3959/5558/1763/29107/5111/11270/10549/4240/4175/4174/1017/5982/1289/11169/3925/60681/6941/5371/2237/3619/121268
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP	150	0.5185473969650692	2.172739014304471	1.5591939460216104e-9	9.718975596868039e-8	11065/4605/332/81610/2305/83540/55872/9319/55143/6241/983/63967/1580/2146/990/29128/7076/11130/26586/2175/11200/54443/3875/1000/79077/6723/55646/8089/4150/84798/1841/86/6941/2237/3608/5036/91057/2280/5424/54107/835/84955/56852/6372/55055/5557/1984/2193/6921/8317/9123/10953/4053/64785/3835/7372/84823/25844/1020/84266/5708/4828/84154/51155/10056/1503/10606/7283/51726/10589/4172/92856/10419/6627/195828/10213/2997/51728/79031
SNF5_DN.V1_UP	SNF5_DN.V1_UP	161	0.48933783013503807	2.077225964563361	9.203944182272371e-9	4.302843905212333e-7	11065/3627/10112/8817/55355/699/9212/51450/25975/362/51514/714/4232/445/8549/7852/6688/5698/9450/2209/26586/968/57650/3689/1043/389792/6348/5341/1104/8638/719/3936/3959/6510/962/57819/2870/10964/122618/2633/54892/84798/5531/4174/86/7454/6657/1524/5714/199/1436/112464/2971/124944/348/5696/135228/10859/6892/928/26270/3106/4323/55055/2533/2224/30968/6423/6891/11277
RPS14_DN.V1_DN	RPS14_DN.V1_DN	168	0.47834259066567336	2.054824537005974	2.8509290714362736e-8	1.0662474727171664e-6	4605/10874/991/10112/55635/9787/9133/55388/55872/23397/11004/586/9319/9700/9156/4288/5347/54821/79733/56992/9493/4998/9824/1894/990/1062/7083/9055/83461/29028/29968/51659/875/5831/79644/200315/23650/11013/6723/79723/26271/6234/2013/4174/23212/51337/705/79711/3619
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP	205	-0.46356846499487186	-1.9229522448384961	7.893119469080157e-8	2.4600222345299823e-6	1114/64577/2670/1113/9173/3815/477/9892/83478/6326/793/57733/4674/5101/5138/3798/6616/347/5950/6252/6857/6585/5602/27324/3769/28231/10083/10231/6926/7035/1501/1780/4916/51286/23321/3673/5649/3800/8851/5178/288/7368/26052/3741/22998/3777/2254/8605/2324/55859/6324/26059/2791/2828/9196/6935/50486/58528/23268/1594/10687/2745/11155/6304/6781/64800/117/3706/5743/1839/23462/54769/25758/2115/23143/161176/1902/23233/3290/55466/89795/11320/634/202018/2/5328/6447/8382/3764/7850/9953/7099/1056
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	164	0.4633118748983339	1.9844289936570099	2.8588757856906255e-7	7.637282456059242e-6	4605/55635/7272/55355/699/9212/9787/5368/55388/23397/3161/1063/5644/8318/81620/24137/11339/4778/6362/8438/56992/79075/10460/4001/2146/4171/1894/55057/23213/80739/56033/993/5984/78998/2619/84722/6502/5730/3625/1763/55320/3887/5959/11151/7058/65999/83463/2769/3787/9735/54517/64763
P53_DN.V1_DN	P53_DN.V1_DN	171	-0.4681237971954547	-1.8993138246425283	7.124178107505404e-7	1.665276632629388e-5	486/1113/9920/760/6285/216/771/5136/26999/3306/9172/825/9122/107/3081/23136/201229/3164/231/8013/5783/4286/24/2744/25900/9514/8745/6775/57509/11343/54504/4644/1410/7832/8869/9915/4118/1130/5797/10560/1687/1026/8092/57476/7056/7425/2674/590/35/8522/5142/7102/2593/4811/9765/3897/89795/23189/2040/3234/5332/3764/6489/3490/4692/7436/10516/6696/9770/84071/6446/54898/4897/1593/81550/9639/23111/259217
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP	111	-0.5233939844571495	-1.9891275052478727	1.0959837362219676e-6	2.277210651927866e-5	1114/1113/9173/477/9892/83478/6326/793/57733/4674/5138/3798/6616/347/5950/6252/6857/5602/27324/10083/10231/7035/1780/3673/5649/3800/8851/5178/288/26052/2254/55859/6324/26059/2828/50486/58528/2745/6781/64800/23462/25758/2115/23143/3290/55466/89795/634/202018/2/6447/8382
CAHOY_NEURONAL	CAHOY_NEURONAL	65	-0.5980920507559366	-2.090088317295062	1.5073205494491888e-6	2.818689427469983e-5	388662/7857/9899/816/793/84502/6857/2563/10268/4745/64388/3208/56978/2045/1780/60677/23314/83698/9856/80333/4621/64919/63908/54847/29953/2254/10633/6861/64130/3706/2039/57586/57699/3295/6812/2026/9615/4208/2170/4905/6804
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN	184	0.4194766926209471	1.8225348004928026	2.952584239458897e-6	5.019393207080125e-5	55165/55388/586/8318/81620/79733/55544/9582/1396/3485/4998/9824/990/10733/2213/10535/9837/84296/29028/875/55215/4211/4277/675/56915/9918/22809/55765/239/8530/2212/6510/5558/4852/399664/29923/10204/11314/57761/55732/10849/7545/5163/90480/6713/4853/5996/10953/1717/64785/6875/3070/4833/79718/10276/55374/55076/2189/3008/4221/54345/6747/8812/6518/7936/9103/27161/11161
E2F1_UP.V1_UP	E2F1_UP.V1_UP	178	0.4057246007884649	1.7540929041156192	1.18261886499005e-5	1.701151751947226e-4	699/9212/9787/151648/55388/23397/3833/7153/29089/79733/7379/4001/2146/7298/6491/10733/7083/9055/1535/675/10926/29802/30850/1111/79077/3149/4173/58516/5558/1763/1871/23401/100/23649/10076/11169/2237/7371/80728/10528/8208/3692/790/388962/2627
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	171	0.41863043438304826	1.8004090920139448	1.1763641446911375e-5	1.701151751947226e-4	995/9212/3481/9787/151648/55388/11004/9319/3833/1164/7153/6790/51203/6241/79733/983/1580/7083/9055/993/10051/51804/941/1111/10212/441376/4173/58516/83879/4175/4174/55320/23649/4582/4116/3619/5819/4017/7005/10528/10637/1678/55233/51154/10471/923/5272/10713
IL21_UP.V1_DN	IL21_UP.V1_DN	126	-0.45685797077992985	-1.770306962553726	2.9997391835874644e-5	4.0067944809346845e-4	7038/1114/5629/5101/10858/5137/25849/92558/51301/10268/728577/3673/57731/25802/64129/135138/26220/43/8448/56171/84830/3791/8120/55805/8777/283927/91355/5592/80737/7078/2719/2059/81571/54769/6332/7102/9890/4223/23143/29948/23541/23148/6567/5332/3749/4638/1056/26503/1577
LEF1_UP.V1_DN	LEF1_UP.V1_DN	176	-0.4161056379503357	-1.6865451985851885	3.716926851361457e-5	4.6337688080306166e-4	11223/6456/6928/3815/7103/481/5950/10551/2888/2947/80303/624/10595/10396/25956/6505/56603/6819/3784/5783/25837/55540/1363/79762/288/22998/56898/6775/3399/54463/1803/3397/8644/90865/85458/51316/10924/5874/10103/9060/7552/1612/1512/51149/847/3169/23312/202/6447/51626/4300/29969/25924/7168/4208/1545
TGFB_UP.V1_UP	TGFB_UP.V1_UP	170	-0.4251679593316772	-1.7213905780069472	9.641631945659884e-5	0.0011268657336489989	9173/3373/9388/53616/2246/8786/1644/6926/23205/5209/29970/56603/79633/5569/4616/10395/58494/84951/3694/2324/6578/3399/1591/286/467/4606/1410/22936/6038/6781/3589/25841/9693/9314/9853/1307/2114/9590/388/9057/65981/25786/6236/5412/54520/23541/23189/5521/79905/8553/51339/23187/5154/4216/2150/400961/1160/7473/9267/6446/3667/6525/6002/5376/221037/94134/59338/2295/3725/23174/7942/23102/9469/54361
IL2_UP.V1_DN	IL2_UP.V1_DN	146	-0.43483162373936457	-1.7276683653356522	1.3963128418358043e-4	0.0015359441260193846	7038/1114/10690/6328/4674/7010/9671/5334/10858/5137/5063/6857/92558/79940/9940/6096/395/54996/29970/5997/9751/80177/8842/79935/8605/60494/26059/947/25840/9863/55805/7140/9915/25780/5592/80031/79841/10628/3202/151050/9884/51285/9914/57172/7102/27244/3357/23541/1962/23148
RAF_UP.V1_DN	RAF_UP.V1_DN	179	-0.3971972813619472	-1.6157905260486294	2.6628782162684906e-4	0.0027664345913455987	5174/10551/771/4886/4254/7035/54843/4256/6505/23314/5241/18/54332/57613/10395/22836/5507/7033/1363/596/89927/54847/23327/6383/57758/23329/3397/2690/863/22843/10125/8777/10810/9915/25805/1960/3488/10560/22876/26353/2674/1831/1955/56521/202/4092/3487/125058/51454/8821/2353/5332/3717/57535/323/4638/23236/10265/10451/54566/12/116039/4430/3398/79068/54898/3667/5376/221037/5046
VEGF_A_UP.V1_DN	VEGF_A_UP.V1_DN	187	0.36466163995005657	1.5840410661690698	6.941454354407156e-4	0.006831852443548096	5055/1058/332/898/7272/699/9787/9133/1033/9156/1164/3161/10403/8318/6241/701/891/3832/9493/4085/4001/4232/10733/1062/10051/5984/10926/26872
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP	183	-0.3789979705357797	-1.5493362134251016	8.708267884805149e-4	0.008142230472292815	50617/57016/1646/9764/360/4128/25849/6286/3306/55790/9518/55450/93664/2330/5507/79762/43/22998/3694/8659/81537/8611/22924/5144/2034/230/4680/58528/9915/27344/22891/2982/10103/9060/5265/4982/8564/23462/6712/8714/5142/56475/79789/94009/1601/7433/51097/2258/2593/11320/57037/56904/2026/4488/8760/23530/2264
SNF5_DN.V1_DN	SNF5_DN.V1_DN	132	-0.4082097886881749	-1.5933827234545537	0.001066219533623443	0.00949443108512304	5174/79589/1734/785/5069/51761/5950/55790/1674/10231/54843/6493/56892/1800/7881/161725/25802/64129/24/8490/26577/2167/4621/288/3219/9420/64641/2324/10335/1272/7503/1400/3563/2202/6622/3589/117166/64332/64283/3202/6196/6236/4883/2258/55466/5317/2027/30/6004/4638/56413/2878/28959/10411/6770/83692
AKT_UP.V1_DN	AKT_UP.V1_DN	168	-0.3877330026230848	-1.5674067827454257	0.0012559897276190422	0.010675912684761858	1014/3158/1308/284612/3866/5345/1805/9630/80206/4023/286133/137872/1124/8842/5507/57452/25900/3777/23328/1101/3399/27254/6943/2690/2327/8613/6935/2202/11201/6304/9572/7078/5156/6450/2100/5142/10365/23584/51097/64968/4811/8434/26499/3090/23270/5317/4684/92565/23410/85463/164091/2941/5252/4969/91252/10267/6097/4147/80760
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP	117	0.40368562215450227	1.6553055070646598	0.001392464720286188	0.011321343595370311	8091/11065/332/10112/9212/9133/54478/6790/362/983/4998/112616/10468/29127/7083/1535/3012/27092/6628/55118/238/26257/221527/79077/25973/54437/25804/8372/5438
LTE2_UP.V1_UP	LTE2_UP.V1_UP	184	-0.36972086338743093	-1.510072806634558	0.0015709422453202362	0.011961534525960778	50617/3158/4155/360/5101/4128/9630/26999/55790/1827/23303/79152/5507/9429/79762/316/23328/8659/72/81537/10497/51635/4857/2034/10090/4644/4680/58528/4217/5265/3488/4982/5325/65055/8564/55556/11163/51280/9590/8714/5283/79789/94009/1601/5583/9728/8541/11320/57037/51228/9867/5332/2264/5151/1545/1808/2878/9252/51141/9936/55286/5873/65124/10455/309/23074/8309/5121/55332/253190
PTEN_DN.V2_UP	PTEN_DN.V2_UP	113	-0.42361962173909334	-1.6202563610386869	0.0015991356318129381	0.011961534525960778	4826/57016/27129/2823/9388/3866/9630/6252/27147/10595/10003/5016/22824/6695/387751/220/84981/8644/27289/8613/50486/54832/56895/91851/3981/6304/26353/6450/5743/8793/421/7402/23034/6517/25786/6484/29948/1902/89795/5328/8854
PRC2_EZH2_UP.V1_UP	PRC2_EZH2_UP.V1_UP	169	-0.37929612618929553	-1.5355311298675332	0.0017150994648580827	0.012335523074171595	3766/9173/23743/6563/9764/54852/5101/5787/1288/650/4306/54039/79669/22885/3423/79739/7275/3673/29881/25891/5569/7447/54893/9625/40/79772/220/8497/4857/7762/90865/54677/10924/2583/85352/10560/9314/26040/1012/26575/4929/1839/1756/51285/5744/2824/80323/10391/7102/2115/81602/1955/53826/56521/1850/29948/10763/4124/1845/3897/1287/8854/6322/6004/79905
SRC_UP.V1_DN	SRC_UP.V1_DN	143	0.37270184986517	1.570413805513991	0.0020164646443692528	0.01396588475915001	5055/4319/260429/57526/51352/79733/2537/6280/2146/29128/10733/29127/2676/9837/29028/9955/64946/284338/5318/7262/8128/4173/79723/7111/1295/83879/4174/9262/86/100
ATM_DN.V1_UP	ATM_DN.V1_UP	99	-0.42469256463937155	-1.5831132815420406	0.0024816454312575824	0.01657384627304171	1114/6529/10351/6620/1394/65009/6819/29881/9495/2321/948/27019/1591/623/7762/6524/7140/7185/2185/27239/590/3761/2826/6853/8736/1193/1359/4804/5864/3487/8291/2027/1185/1842/10873/104/7439/10272/29104/5260/6002
DCA_UP.V1_DN	DCA_UP.V1_DN	154	-0.37240911792771136	-1.489232282708779	0.002844652458187359	0.017427379412327238	7038/1014/116986/8941/26287/26034/6620/23461/81578/23114/3164/51310/140803/57205/5310/79772/2254/8605/10633/83937/4660/6376/91355/11136/64130/8558/26040/84851/474170/1831/339044/55565/9013/219654/6470/5317
E2F3_UP.V1_UP	E2F3_UP.V1_UP	174	-0.36607786356007777	-1.4812803381630621	0.0028890308116692213	0.017427379412327238	4884/51655/1917/23336/134548/3306/134111/400954/2571/29767/23136/163933/26033/11076/51209/25837/55540/26577/158399/81575/2261/11001/8851/85358/146330/9429/7368/3205/10098/2254/55964/84915/1959/10125/58528/26108/4005/3040/23576/64130/65055/6450/253650/7025/79683/387763/23462/7089/5727/6853/84553
RELA_DN.V1_UP	RELA_DN.V1_UP	121	-0.4081409931157246	-1.5767572112632473	0.002838214137732014	0.017427379412327238	3773/9162/9457/2247/51761/8941/2571/23769/56603/4616/8654/54329/1672/4857/467/2152/2110/3371/56895/1960/2796/5592/8564/7056/1195/5743/11093/1958/8522/27165/7539/1850/8291/10750/24146/6447/2353/3749/2354
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP	145	-0.38145376518664975	-1.514281096105067	0.0029913290384014747	0.017480579068158617	2902/51440/4884/9162/793/1805/10178/1428/8436/25789/9754/10396/273/23303/56660/22927/5997/11076/8814/482/79935/1137/2791/8844/10125/9903/7832/22849/5592/79740/1026/25841/5624/6712/79789/6236/23335/2258/1360/79891/5896
BCAT_GDS748_UP	BCAT_GDS748_UP	43	-0.5208845036685965	-1.6890368902530684	0.0031275838691182663	0.017605315791774215	5243/4884/760/360/2571/79669/1780/2324/10912/3087/5144/25805/4005/23576
CRX_NRL_DN.V1_DN	CRX_NRL_DN.V1_DN	107	-0.40794468418907	-1.5412365897239997	0.003200966507595312	0.017605315791774215	148808/816/5950/2898/116362/3164/59277/5783/3800/10814/340348/154/131544/56967/83700/5924/10924/3371/25805/5874/1687/9957/79993/28316/10060/54836/1958/93649
PTEN_DN.V1_DN	PTEN_DN.V1_DN	128	-0.3983032379237814	-1.5450153643669513	0.003337323069493857	0.017830840399867178	50506/3766/5629/9173/51440/6563/9899/2823/8825/10178/23281/10439/4306/6926/1036/23460/4703/9934/10814/1775/7368/89927/8547/51299/2791/23498/2583/3861/10317/79623/9957/117/3761/80323/7102/56548/7039/5446/79816/51673/8821/4488/23251/7691/63934
CSR_LATE_UP.V1_DN	CSR_LATE_UP.V1_DN	143	-0.38563285637415157	-1.5229777929436943	0.003581248517501555	0.018107518437356303	3815/84251/7123/112476/26960/8436/27147/10231/348487/59277/56849/23460/25891/147463/4311/79762/8654/1803/3087/256691/7148/94/7832/79987/79956/5228/2674/1831/116535/84680/134429/4199/134147/3897/6322/57722/51626/2157/4302/6439/4047/9770/136/64221/23175/6648/55332/4597/23500
JAK2_DN.V1_UP	JAK2_DN.V1_UP	107	-0.4051551906890612	-1.530697735767471	0.0036796026771098366	0.018107518437356303	1188/138046/785/5950/2104/4254/1288/650/6620/53905/8999/3899/26033/51310/6366/29881/80333/22866/4753/58494/64284/54847/2042/2914/9283/9472/1003/6935/10846
MTOR_UP.V1_UP	MTOR_UP.V1_UP	139	0.3628713785727034	1.519986001035427	0.0036186006669906116	0.018107518437356303	11065/991/55247/56169/6241/983/684/29128/4939/283248/3012/29968/11274/6513/10926/10437/26872/147/56649/1030/6614/1592/1718/6352/5111/637/7037/4175/4174/3336/3925/6941/9982/11230/5163/5836/6713/57402/51477/26167/3162/27346/56342/2224/1717
VEGF_A_UP.V1_UP	VEGF_A_UP.V1_UP	162	-0.37177693275443363	-1.4951422082959325	0.003845971511264523	0.018440940323242713	57016/1740/27124/3291/9478/256949/2898/25759/9413/5737/2330/135/23237/387590/5168/201229/7275/25802/24/9495/5310/9452/8605/8497/467/353500/2735/9788/3779/6469/1302/3931/3700/7185/9957/10628/10391/1850/7093/755/219654/22898/2026/9701/51754/2027/1185/8742/5017/23293/284001/5795/50859/8292/10873/57658/104/12/4147/23247/2329/9037/3398/4739/7461/23264/10014/22822/2109/10903
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC	88	-0.42779430792050327	-1.5683802496460078	0.004264122340897066	0.018985497089232178	6506/3773/284612/1734/2905/84239/5063/6096/163175/183/150209/2261/54329/9420/27019/476/284723/127294/56895/91851/9060/23127/9843/117/351/57185/5465/3613
CAMP_UP.V1_DN	CAMP_UP.V1_DN	194	-0.3597043747673831	-1.4797281607951005	0.004255949163720777	0.018985497089232178	9920/57030/4674/5063/26289/221981/134111/667/27445/10396/56978/65009/10129/23136/3423/2669/5789/57578/2744/5569/10000/26220/4133/10098/26059/83660/8927/80022/5358/7220/65018/79987/57515/3488/23576/1195/51062/2114/9590/23551/817/6236/253959/4199/8303/6812/2026/6447/2354/66036/347733/23187/23365
JAK2_DN.V1_DN	JAK2_DN.V1_DN	125	-0.3934436664367264	-1.523883088107359	0.004144421170238285	0.018985497089232178	64577/25956/440270/10003/3204/23015/283755/374977/2550/275/56605/284040/57835/80022/51710/283131/8777/6638/7638/22909/84851/9884/474170/25957/349152/80005/79854/65981/201163/7091/653238/472/6447/9988/30837/1842/80055/23181/81615/11112/8526/23731/90338/23499/10903/55275
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC	89	-0.413988142574819	-1.5187257108712522	0.005576141114288656	0.02424972996213904	8537/10178/1428/389840/9026/5365/374378/79152/119385/25900/7368/9514/83450/10186/27254/223117/26047/2203/2055/27122/63951/128853/2840/171425/92822
MEL18_DN.V1_DN	MEL18_DN.V1_DN	133	-0.3872236982068075	-1.5122286062357886	0.005852243837008974	0.02487203630728814	3773/10891/1917/760/1734/360/5950/8835/80303/2788/140597/1644/9547/9122/27115/27087/23136/57447/5997/23321/1124/8842/79870/4129/5178/40/29760/8654/2042/64641/55022/5350/9077/10562/10103/7373/4329/5274/1756/1958/8522/5142/27165
IL15_UP.V1_DN	IL15_UP.V1_DN	133	-0.3855858112758966	-1.5058321499182301	0.006378616313660094	0.0265066944589875	7038/50617/6328/5334/88/6857/92558/6403/728577/30819/10396/54996/2669/3784/8842/140803/1795/9495/64641/1272/56967/26059/10894/55805/5592/80737/6638/80031/10628/2059/9884/1831/51285/27244/3357/23541/8792/57644/10043
PTEN_DN.V1_UP	PTEN_DN.V1_UP	133	-0.3837418902315626	-1.498631066503669	0.006729723215125977	0.027357787852794732	5174/9194/6529/1917/51168/358/2246/256949/5071/25759/8999/54996/27087/23114/4675/5997/6695/5241/8470/8218/9514/79935/1672/10912/54504/83700/90865/398/727/7140/4118/29965/5915/4217/2775/10628/7025/51285/9890/23143/3224/29948/79812/79611/7049/9953/6549/5795/5577/347733/2662/3358
GCNP_SHH_UP_EARLY.V1_UP	GCNP_SHH_UP_EARLY.V1_UP	157	0.34142687091594276	1.4432671783004065	0.008805191539882252	0.03448537721989699	9212/151648/55388/3833/1164/7153/6790/29089/24137/79733/116832/7298/9055/10293/54443/1111/1604/1871/1435/4175/4174/23649/80381/2237/85415/65005/4017/54908/7087/4913/1380
KRAS.600.LUNG.BREAST_UP.V1_DN	KRAS.600.LUNG.BREAST_UP.V1_DN	207	-0.34231010641450177	-1.4235789183731689	0.00922068909622914	0.03448537721989699	9073/1014/10297/6519/57016/57604/5816/6401/114088/8911/2246/610/1805/10268/9172/6457/9413/5737/30819/9547/79957/56603/8842/79661/2261/2321/948/2053/27202/54847/1672/7306/623/10912/9472/8578/25840/5126/1410/51316/3779/154661/9843/23242/25861/5624/6712/5076/4842/6332/8736/27165/3613/2593/1360/5896/8303/8541/80144
RAF_UP.V1_UP	RAF_UP.V1_UP	186	-0.34807092155940383	-1.426950086066024	0.009134311839470301	0.03448537721989699	7857/6286/2246/8835/3306/55790/1827/2180/55450/2624/56892/5468/8013/65997/23224/5311/29760/7368/58494/10020/2770/55422/3694/10144/81537/51635/5144/2034/5358/7280/827/2028/2745/8850/4217/57406/10982/64131/5274/1839/7089/8714/51232/65981/79789/3613/51097/5583/4734/1956/3897/57037/4488/1545/8935/26273/8863/55286/23554/81553/7378/89797/9317/3655/5264/1318/10903
RAPA_EARLY_UP.V1_UP	RAPA_EARLY_UP.V1_UP	131	-0.38024694752338334	-1.4831685986739467	0.008878250955232378	0.03448537721989699	2103/2905/375057/5138/25849/257407/3236/1579/6585/8646/53358/8395/5789/22899/554/775/8654/1066/1002/286/6327/8916/23245/5153/3861/8558/7425/3706/1195/22874/9914/5582/2561
KRAS.50_UP.V1_UP	KRAS.50_UP.V1_UP	42	-0.5099161387478106	-1.6447934637094863	0.009953668715436076	0.036496785289932276	1114/9173/9892/793/6616/5950/1780/3673/5649/3800/5178/2254/50486/2745/6781/23462/25758/2115/3290/2/6447
PGF_UP.V1_UP	PGF_UP.V1_UP	185	-0.34170794447447966	-1.4001225460117028	0.010593252199263619	0.03809496463965955	9173/7103/2888/221981/10351/273/22915/4675/5997/3673/23224/2167/5567/489/131544/1429/7503/23382/9236/5915/25780/4750/862/5743/22873/3572/1359/5980/10142/7975/3295/1102/7049/9988/26278/80055/140890/9652/51109/178/34/5189/4897/81550/50618/54505/5611/9321/91304/3091/2743/55687/50999/2701/8803/221154/23761/25977
PKCA_DN.V1_UP	PKCA_DN.V1_UP	117	-0.37766808404328617	-1.452210016057877	0.010810946213631557	0.038144281923567946	2670/760/1733/5166/124976/5967/55244/55512/54550/7275/57731/7008/11001/948/43/1066/5105/84814/8927/151556/90865/2203/387914/9963/29965/1960/2775/8824/116842/4842/374887/1039/28999/54884/23541/148534/27314/9701/9962/164091/2941/94103/347733
